TEMPORADA;ESPECIE;Provincia;capturas
2016-2017;PALOMA BRAVÍA;SORIA;518
2016-2017;PALOMA BRAVÍA;ZAMORA;7821
2016-2017;PALOMA TORCAZ;AVILA;17216
2016-2017;PALOMA TORCAZ;LEON;4616
2016-2017;TORTOLA;AVILA;4395
2016-2017;CODORNIZ;PALENCIA;77559
2016-2017;CODORNIZ;SEGOVIA;11614
2016-2017;CODORNIZ;ZAMORA;42980
2016-2017;BECADA;BURGOS;14156
2016-2017;BECADA;SORIA;6437
2016-2017;BECADA;VALLADOLID;883
2016-2017;CÓRVIDOS;SALAMANCA;1402
2016-2017;CÓRVIDOS;SEGOVIA;60
2016-2017;CÓRVIDOS;ZAMORA;3351
2016-2017;PATO REAL O AZULÓN;AVILA;1148
2016-2017;PATO REAL O AZULÓN;BURGOS;1348
2016-2017;PATO REAL O AZULÓN;LEON;46
2016-2017;PATO REAL O AZULÓN;SALAMANCA;3793
2016-2017;PATO REAL O AZULÓN;VALLADOLID;0
2016-2017;OTRAS AVES ACUÁTICAS;AVILA;969
2016-2017;OTRAS AVES ACUÁTICAS;BURGOS;421
2016-2017;OTRAS AVES ACUÁTICAS;LEON;1344
2016-2017;OTRAS AVES ACUÁTICAS;PALENCIA;499
2016-2017;OTRAS AVES ACUÁTICAS;SEGOVIA;68
2016-2017;OTRAS AVES ACUÁTICAS;ZAMORA;1462
2016-2017;ZORZAL;AVILA;18203
2016-2017;ZORZAL;LEON;993
2016-2017;ZORZAL;SALAMANCA;15161
2016-2017;ZORZAL;VALLADOLID;4205
2016-2017;FAISÁN;BURGOS;68
2016-2017;FAISÁN;SEGOVIA;88
2016-2017;FAISÁN;SORIA;282
2016-2017;FAISÁN;VALLADOLID;7
2016-2017;JABALÍ;LEON;5242
2016-2017;JABALÍ;VALLADOLID;660
2016-2017;CORZO;AVILA;362
2016-2017;CIERVO;LEON;507
2016-2017;CIERVO;SALAMANCA;494
2016-2017;CIERVO;SORIA;4828
2016-2017;CABRA MONTÉS;BURGOS;11
2016-2017;CABRA MONTÉS;SALAMANCA;156
2016-2017;CABRA MONTÉS;SEGOVIA;1
2016-2017;CABRA MONTÉS;SORIA;0
2016-2017;MUFLÓN;PALENCIA;0
2016-2017;MUFLÓN;SORIA;0
2016-2017;GAMO;BURGOS;187
2016-2017;GAMO;PALENCIA;47
2016-2017;GAMO;SEGOVIA;92
2016-2017;GAMO;SORIA;0
2016-2017;GAMO;ZAMORA;0
2016-2017;CONEJO;BURGOS;44181
2016-2017;CONEJO;ZAMORA;63284
2016-2017;LIEBRE;BURGOS;7351
2016-2017;LIEBRE;SALAMANCA;10430
2016-2017;LIEBRE;SEGOVIA;4005
2016-2017;ZORRO;AVILA;4343
2016-2017;ZORRO;LEON;746
2016-2017;ZORRO;SALAMANCA;8987
2016-2017;ZORRO;ZAMORA;3900
2016-2017;PERDIZ ROJA;AVILA;14036
2016-2017;PERDIZ ROJA;PALENCIA;15792
2016-2017;PALOMA BRAVÍA;VALLADOLID;19643
2016-2017;PALOMA TORCAZ;BURGOS;21891
2016-2017;PALOMA TORCAZ;SALAMANCA;40295
2016-2017;PALOMA TORCAZ;ZAMORA;14137
2016-2017;TORTOLA;PALENCIA;2138
2016-2017;TORTOLA;SORIA;3349
2016-2017;TORTOLA;VALLADOLID;4726
2016-2017;CODORNIZ;AVILA;11404
2016-2017;CODORNIZ;SALAMANCA;11516
2016-2017;BECADA;PALENCIA;2120
2016-2017;BECADA;SALAMANCA;2199
2016-2017;CÓRVIDOS;BURGOS;5335
2016-2017;CÓRVIDOS;PALENCIA;2729
2016-2017;CÓRVIDOS;SORIA;923
2016-2017;PATO REAL O AZULÓN;PALENCIA;754
2016-2017;PATO REAL O AZULÓN;SEGOVIA;11679
2016-2017;PATO REAL O AZULÓN;SORIA;56
2016-2017;PATO REAL O AZULÓN;ZAMORA;2011
2016-2017;OTRAS AVES ACUÁTICAS;SALAMANCA;592
2016-2017;OTRAS AVES ACUÁTICAS;SORIA;185
2016-2017;ZORZAL;PALENCIA;913
2016-2017;ZORZAL;SEGOVIA;2389
2016-2017;ZORZAL;ZAMORA;2090
2016-2017;FAISÁN;PALENCIA;180
2016-2017;FAISÁN;SALAMANCA;1903
2016-2017;FAISÁN;ZAMORA;101
2016-2017;JABALÍ;AVILA;6485
2016-2017;JABALÍ;BURGOS;8163
2016-2017;JABALÍ;SALAMANCA;7520
2016-2017;JABALÍ;SORIA;4294
2016-2017;JABALÍ;ZAMORA;4386
2016-2017;LOBO;BURGOS;3
2016-2017;LOBO;LEON;25
2016-2017;LOBO;SALAMANCA;0
2016-2017;LOBO;ZAMORA;34
2016-2017;CORZO;BURGOS;7123
2016-2017;CORZO;PALENCIA;944
2016-2017;CORZO;SALAMANCA;492
2016-2017;CORZO;SEGOVIA;730
2016-2017;CORZO;SORIA;5833
2016-2017;CIERVO;AVILA;696
2016-2017;CIERVO;BURGOS;717
2016-2017;CIERVO;PALENCIA;711
2016-2017;CIERVO;SEGOVIA;117
2016-2017;CIERVO;VALLADOLID;69
2016-2017;CIERVO;ZAMORA;984
2016-2017;REBECO;PALENCIA;21
2016-2017;REBECO;SALAMANCA;0
2016-2017;REBECO;SEGOVIA;0
2016-2017;REBECO;SORIA;0
2016-2017;REBECO;VALLADOLID;0
2016-2017;REBECO;ZAMORA;0
2016-2017;CABRA MONTÉS;AVILA;523
2016-2017;CABRA MONTÉS;LEON;51
2016-2017;MUFLÓN;BURGOS;2
2016-2017;MUFLÓN;LEON;3
2016-2017;MUFLÓN;SALAMANCA;131
2016-2017;MUFLÓN;SEGOVIA;19
2016-2017;GAMO;SALAMANCA;196
2016-2017;CONEJO;AVILA;27846
2016-2017;CONEJO;PALENCIA;25799
2016-2017;CONEJO;SALAMANCA;21913
2016-2017;CONEJO;SEGOVIA;24477
2016-2017;CONEJO;VALLADOLID;104557
2016-2017;LIEBRE;AVILA;5793
2016-2017;LIEBRE;LEON;5409
2016-2017;LIEBRE;PALENCIA;3208
2016-2017;LIEBRE;VALLADOLID;9490
2016-2017;ZORRO;PALENCIA;1104
2016-2017;ZORRO;SORIA;2092
2016-2017;ZORRO;VALLADOLID;1954
2016-2017;PERDIZ ROJA;BURGOS;37089
2016-2017;PERDIZ ROJA;LEON;15123
2016-2017;PERDIZ ROJA;SALAMANCA;43191
2016-2017;PERDIZ ROJA;SEGOVIA;14824
2016-2017;PERDIZ ROJA;SORIA;18866
2016-2017;PERDIZ ROJA;ZAMORA;20710
2016-2017;PALOMA ZURITA;BURGOS;1051
2016-2017;PALOMA ZURITA;LEON;104
2016-2017;PALOMA ZURITA;VALLADOLID;7472
2016-2017;PALOMA ZURITA;ZAMORA;2331
2016-2017;PALOMA BRAVÍA;AVILA;5204
2016-2017;PALOMA BRAVÍA;BURGOS;1748
2016-2017;PALOMA BRAVÍA;SEGOVIA;2817
2016-2017;PALOMA TORCAZ;PALENCIA;7521
2016-2017;PALOMA TORCAZ;SEGOVIA;7740
2016-2017;PALOMA TORCAZ;SORIA;7003
2016-2017;PALOMA TORCAZ;VALLADOLID;19082
2016-2017;TORTOLA;BURGOS;4916
2016-2017;TORTOLA;LEON;2192
2016-2017;TORTOLA;SALAMANCA;14388
2016-2017;TORTOLA;SEGOVIA;2677
2016-2017;TORTOLA;ZAMORA;7677
2016-2017;CODORNIZ;BURGOS;155675
2016-2017;CODORNIZ;LEON;79092
2016-2017;CODORNIZ;SORIA;72972
2016-2017;CODORNIZ;VALLADOLID;33739
2016-2017;BECADA;AVILA;1166
2016-2017;BECADA;LEON;1850
2016-2017;BECADA;SEGOVIA;676
2016-2017;BECADA;ZAMORA;2206
2016-2017;CÓRVIDOS;AVILA;1588
2016-2017;CÓRVIDOS;LEON;490
2016-2017;CÓRVIDOS;VALLADOLID;2919
2016-2017;OTRAS AVES ACUÁTICAS;VALLADOLID;1722
2016-2017;ZORZAL;BURGOS;17419
2016-2017;ZORZAL;SORIA;17993
2016-2017;FAISÁN;AVILA;1280
2016-2017;FAISÁN;LEON;0
2017-2018;JABALÍ;BURGOS;7901
2017-2018;JABALÍ;PALENCIA;1576
2017-2018;JABALÍ;SALAMANCA;8866
2017-2018;CORZO;AVILA;489
2017-2018;CORZO;SEGOVIA;1524
2017-2018;CORZO;VALLADOLID;293
2017-2018;CIERVO;LEON;607
2017-2018;CIERVO;SALAMANCA;651
2017-2018;CIERVO;SEGOVIA;214
2017-2018;CIERVO;SORIA;5504
2017-2018;CIERVO;ZAMORA;1507
2017-2018;REBECO;PALENCIA;27
2017-2018;CABRA MONTÉS;LEON;16
2017-2018;CABRA MONTÉS;PALENCIA;0
2017-2018;CABRA MONTÉS;SALAMANCA;182
2017-2018;CABRA MONTÉS;SEGOVIA;8
2017-2018;MUFLÓN;PALENCIA;0
2017-2018;MUFLÓN;SEGOVIA;17
2017-2018;MUFLÓN;VALLADOLID;77
2017-2018;GAMO;BURGOS;227
2017-2018;GAMO;SALAMANCA;226
2017-2018;CONEJO;SALAMANCA;24506
2017-2018;CONEJO;SEGOVIA;25661
2017-2018;CONEJO;SORIA;7971
2017-2018;CONEJO;VALLADOLID;121742
2017-2018;LIEBRE;PALENCIA;3455
2017-2018;LIEBRE;SORIA;12298
2017-2018;LIEBRE;VALLADOLID;9000
2017-2018;ZORRO;PALENCIA;1613
2017-2018;ZORRO;SORIA;2963
2017-2018;PERDIZ ROJA;SORIA;18660
2017-2018;PERDIZ ROJA;VALLADOLID;10433
2017-2018;PERDIZ ROJA;ZAMORA;15652
2017-2018;PALOMA ZURITA;BURGOS;1196
2017-2018;PALOMA ZURITA;LEON;126
2017-2018;PALOMA ZURITA;PALENCIA;2030
2017-2018;PALOMA ZURITA;SEGOVIA;1130
2017-2018;PALOMA BRAVÍA;AVILA;6843
2017-2018;PALOMA BRAVÍA;PALENCIA;9638
2017-2018;PALOMA BRAVÍA;VALLADOLID;15951
2017-2018;PALOMA TORCAZ;BURGOS;21059
2017-2018;PALOMA TORCAZ;LEON;4628
2017-2018;PALOMA TORCAZ;PALENCIA;8884
2017-2018;PALOMA TORCAZ;ZAMORA;12729
2017-2018;TORTOLA;PALENCIA;2493
2017-2018;TORTOLA;SEGOVIA;2085
2017-2018;TORTOLA;SORIA;3256
2017-2018;CODORNIZ;LEON;78981
2017-2018;CODORNIZ;SALAMANCA;13210
2017-2018;CODORNIZ;VALLADOLID;18901
2017-2018;BECADA;BURGOS;12814
2017-2018;BECADA;SORIA;5161
2017-2018;CÓRVIDOS;SALAMANCA;1449
2017-2018;CÓRVIDOS;SEGOVIA;1574
2017-2018;CÓRVIDOS;ZAMORA;2751
2017-2018;PATO REAL O AZULÓN;AVILA;1007
2017-2018;PATO REAL O AZULÓN;BURGOS;1378
2017-2018;PATO REAL O AZULÓN;PALENCIA;0
2017-2018;PATO REAL O AZULÓN;SALAMANCA;4055
2017-2018;PATO REAL O AZULÓN;SEGOVIA;39
2017-2018;PATO REAL O AZULÓN;ZAMORA;1333
2017-2018;OTRAS AVES ACUÁTICAS;BURGOS;239
2017-2018;OTRAS AVES ACUÁTICAS;LEON;1011
2017-2018;OTRAS AVES ACUÁTICAS;PALENCIA;1980
2017-2018;OTRAS AVES ACUÁTICAS;SEGOVIA;11036
2017-2018;ZORZAL;BURGOS;18046
2017-2018;ZORZAL;SORIA;23833
2017-2018;ZORZAL;VALLADOLID;5175
2017-2018;FAISÁN;BURGOS;50
2017-2018;FAISÁN;SORIA;0
2017-2018;JABALÍ;LEON;4891
2017-2018;JABALÍ;SEGOVIA;1837
2017-2018;JABALÍ;SORIA;4116
2017-2018;JABALÍ;VALLADOLID;1047
2017-2018;LOBO;AVILA;0
2017-2018;LOBO;BURGOS;6
2017-2018;LOBO;LEON;24
2017-2018;LOBO;PALENCIA;19
2017-2018;LOBO;SALAMANCA;0
2017-2018;LOBO;ZAMORA;30
2017-2018;CORZO;BURGOS;7983
2017-2018;CORZO;LEON;2385
2017-2018;CORZO;SALAMANCA;551
2017-2018;CORZO;SORIA;6299
2017-2018;CORZO;ZAMORA;1320
2017-2018;CIERVO;AVILA;884
2017-2018;CIERVO;VALLADOLID;172
2017-2018;REBECO;AVILA;0
2017-2018;REBECO;LEON;518
2017-2018;REBECO;SORIA;0
2017-2018;REBECO;ZAMORA;0
2017-2018;CABRA MONTÉS;SORIA;0
2017-2018;CABRA MONTÉS;ZAMORA;0
2017-2018;MUFLÓN;SALAMANCA;111
2017-2018;MUFLÓN;ZAMORA;0
2017-2018;GAMO;AVILA;287
2017-2018;GAMO;LEON;193
2017-2018;GAMO;SORIA;0
2017-2018;GAMO;VALLADOLID;99
2017-2018;CONEJO;BURGOS;53910
2017-2018;LIEBRE;BURGOS;7498
2017-2018;LIEBRE;LEON;6111
2017-2018;LIEBRE;SEGOVIA;3606
2017-2018;LIEBRE;ZAMORA;11062
2017-2018;ZORRO;BURGOS;3414
2017-2018;ZORRO;ZAMORA;4003
2017-2018;PERDIZ ROJA;BURGOS;42748
2017-2018;PERDIZ ROJA;LEON;15367
2017-2018;PERDIZ ROJA;SALAMANCA;46020
2017-2018;PERDIZ ROJA;SEGOVIA;7205
2017-2018;PALOMA ZURITA;SALAMANCA;1651
2017-2018;PALOMA ZURITA;ZAMORA;2214
2017-2018;PALOMA BRAVÍA;BURGOS;1777
2017-2018;PALOMA BRAVÍA;LEON;1128
2017-2018;PALOMA BRAVÍA;SALAMANCA;9711
2017-2018;PALOMA BRAVÍA;SORIA;409
2017-2018;PALOMA TORCAZ;AVILA;16065
2017-2018;PALOMA TORCAZ;SALAMANCA;37809
2017-2018;PALOMA TORCAZ;SEGOVIA;6107
