TEMPORADA;ESPECIE;Provincia;capturas
2004-2005;JABALÍ;BURGOS;4026
2004-2005;JABALÍ;SEGOVIA;1118
2004-2005;JABALÍ;SORIA;3153
2004-2005;LOBO;SEGOVIA;0
2004-2005;CORZO;AVILA;24
2004-2005;CORZO;BURGOS;1282
2004-2005;CORZO;LEON;800
2004-2005;CORZO;SEGOVIA;154
2004-2005;CORZO;SORIA;1595
2004-2005;CORZO;VALLADOLID;1
2004-2005;VENADO;SEGOVIA;63
2004-2005;VENADO;VALLADOLID;317
2004-2005;REBECO;AVILA;0
2004-2005;REBECO;LEON;198
2004-2005;REBECO;PALENCIA;15
2004-2005;REBECO;SEGOVIA;0
2004-2005;REBECO;SORIA;0
2004-2005;CABRA MONTÉS;PALENCIA;0
2004-2005;CABRA MONTÉS;VALLADOLID;0
2004-2005;CABRA MONTÉS;ZAMORA;0
2004-2005;MUFLÓN;AVILA;100
2004-2005;MUFLÓN;BURGOS;0
2004-2005;MUFLÓN;LEON;1
2004-2005;MUFLÓN;VALLADOLID;43
2004-2005;MUFLÓN;ZAMORA;0
2004-2005;GAMO;AVILA;112
2004-2005;GAMO;BURGOS;7
2004-2005;GAMO;PALENCIA;0
2004-2005;CONEJO;SEGOVIA;7321
2004-2005;CONEJO;VALLADOLID;61220
2004-2005;LIEBRE;PALENCIA;10050
2004-2005;ZORRO;AVILA;1832
2004-2005;ZORRO;BURGOS;4103
2004-2005;ZORRO;LEON;4050
2004-2005;ZORRO;SALAMANCA;19375
2004-2005;ZORRO;SEGOVIA;3812
2004-2005;ZORRO;SORIA;2705
2004-2005;ZORRO;ZAMORA;650
2004-2005;PALOMA ZURITA;AVILA;3000
2004-2005;PALOMA ZURITA;BURGOS;1720
2004-2005;PALOMA ZURITA;PALENCIA;2330
2004-2005;PALOMA ZURITA;SALAMANCA;5047
2004-2005;PALOMA ZURITA;VALLADOLID;4801
2004-2005;PALOMA BRAVIA;SALAMANCA;22620
2004-2005;PALOMA TORCAZ;LEON;6200
2004-2005;PALOMA TORCAZ;SALAMANCA;46497
2004-2005;PALOMA TORCAZ;ZAMORA;7500
2004-2005;TÓRTOLA;SEGOVIA;1322
2004-2005;TÓRTOLA;SORIA;3400
2004-2005;TÓRTOLA;VALLADOLID;5824
2004-2005;TÓRTOLA;ZAMORA;900
2004-2005;CODORNIZ;LEON;46000
2004-2005;CODORNIZ;SEGOVIA;17983
2004-2005;CODORNIZ;SORIA;125423
2004-2005;CODORNIZ;VALLADOLID;44708
2004-2005;BECADA;AVILA;408
2004-2005;BECADA;SALAMANCA;3007
2004-2005;BECADA;SEGOVIA;352
2004-2005;URRACAS. GRAJILLAS;LEON;4300
2004-2005;URRACAS. GRAJILLAS;SALAMANCA;2396
2004-2005;URRACAS. GRAJILLAS;ZAMORA;7000
2004-2005;PATO REAL O AZULÓN;LEON;1300
2004-2005;PATO REAL O AZULÓN;SORIA;1100
2004-2005;OTRAS AVES ACUÁTICAS;LEON;152
2004-2005;OTRAS AVES ACUÁTICAS;PALENCIA;499
2004-2005;ZORZAL;BURGOS;8443
2004-2005;ZORZAL;LEON;358
2004-2005;JABALÍ;AVILA;894
2004-2005;JABALÍ;LEON;1578
2004-2005;JABALÍ;SALAMANCA;1907
2004-2005;JABALÍ;VALLADOLID;169
2004-2005;LOBO;AVILA;0
2004-2005;LOBO;BURGOS;18
2004-2005;LOBO;LEON;24
2004-2005;LOBO;PALENCIA;26
2004-2005;LOBO;SORIA;2
2004-2005;LOBO;VALLADOLID;1
2004-2005;LOBO;ZAMORA;26
2004-2005;CORZO;PALENCIA;197
2004-2005;CORZO;SALAMANCA;88
2004-2005;VENADO;LEON;207
2004-2005;VENADO;PALENCIA;347
2004-2005;VENADO;SORIA;3508
2004-2005;REBECO;BURGOS;0
2004-2005;REBECO;SALAMANCA;0
2004-2005;CABRA MONTÉS;AVILA;416
2004-2005;CABRA MONTÉS;BURGOS;0
2004-2005;CABRA MONTÉS;LEON;6
2004-2005;CABRA MONTÉS;SALAMANCA;53
2004-2005;CABRA MONTÉS;SEGOVIA;0
2004-2005;MUFLÓN;PALENCIA;0
2004-2005;MUFLÓN;SEGOVIA;14
2004-2005;MUFLÓN;SORIA;0
2004-2005;GAMO;SEGOVIA;18
2004-2005;GAMO;SORIA;0
2004-2005;GAMO;VALLADOLID;35
2004-2005;GAMO;ZAMORA;0
2004-2005;CONEJO;LEON;11950
2004-2005;LIEBRE;BURGOS;8594
2004-2005;LIEBRE;SORIA;13812
2004-2005;LIEBRE;ZAMORA;9000
2004-2005;ZORRO;VALLADOLID;2164
2004-2005;PERDIZ ROJA;LEON;19701
2004-2005;PERDIZ ROJA;PALENCIA;22524
2004-2005;PERDIZ ROJA;SALAMANCA;47392
2004-2005;PERDIZ ROJA;SORIA;29043
2004-2005;PALOMA ZURITA;LEON;1150
2004-2005;PALOMA ZURITA;SEGOVIA;1514
2004-2005;PALOMA BRAVIA;AVILA;2158
2004-2005;PALOMA BRAVIA;BURGOS;2463
2004-2005;PALOMA BRAVIA;LEON;2300
2004-2005;PALOMA BRAVIA;SEGOVIA;2310
2004-2005;PALOMA BRAVIA;ZAMORA;13000
2004-2005;PALOMA TORCAZ;BURGOS;17597
2004-2005;PALOMA TORCAZ;PALENCIA;7754
2004-2005;PALOMA TORCAZ;VALLADOLID;10918
2004-2005;TÓRTOLA;LEON;4500
2004-2005;TÓRTOLA;PALENCIA;4677
2004-2005;CODORNIZ;SALAMANCA;43764
2004-2005;BECADA;LEON;1600
2004-2005;BECADA;PALENCIA;3153
2004-2005;BECADA;SORIA;6254
2004-2005;BECADA;VALLADOLID;577
2004-2005;BECADA;ZAMORA;100
2004-2005;URRACAS. GRAJILLAS;BURGOS;6292
2004-2005;URRACAS. GRAJILLAS;SEGOVIA;20090
2004-2005;URRACAS. GRAJILLAS;SORIA;3256
2004-2005;PATO REAL O AZULÓN;AVILA;400
2004-2005;PATO REAL O AZULÓN;BURGOS;1631
2004-2005;PATO REAL O AZULÓN;PALENCIA;1822
2004-2005;PATO REAL O AZULÓN;SALAMANCA;7199
2004-2005;PATO REAL O AZULÓN;SEGOVIA;1215
2004-2005;PATO REAL O AZULÓN;VALLADOLID;1764
2004-2005;PATO REAL O AZULÓN;ZAMORA;300
2004-2005;OTRAS AVES ACUÁTICAS;AVILA;327
2004-2005;OTRAS AVES ACUÁTICAS;SALAMANCA;849
2004-2005;OTRAS AVES ACUÁTICAS;SEGOVIA;741
2004-2005;OTRAS AVES ACUÁTICAS;VALLADOLID;356
2004-2005;OTRAS AVES ACUÁTICAS;ZAMORA;500
2004-2005;ZORZAL;SALAMANCA;51219
2004-2005;ZORZAL;SEGOVIA;1675
2004-2005;ZORZAL;ZAMORA;0
2004-2005;JABALÍ;PALENCIA;1089
2004-2005;JABALÍ;ZAMORA;1035
2004-2005;LOBO;SALAMANCA;0
2004-2005;CORZO;ZAMORA;171
2004-2005;VENADO;AVILA;126
2004-2005;VENADO;BURGOS;339
2004-2005;VENADO;SALAMANCA;128
2004-2005;VENADO;ZAMORA;98
2004-2005;REBECO;VALLADOLID;0
2004-2005;REBECO;ZAMORA;0
2004-2005;CABRA MONTÉS;SORIA;0
2004-2005;MUFLÓN;SALAMANCA;85
2004-2005;GAMO;LEON;0
2004-2005;GAMO;SALAMANCA;129
2004-2005;CONEJO;AVILA;12556
2004-2005;CONEJO;BURGOS;13446
2004-2005;CONEJO;PALENCIA;23026
2004-2005;CONEJO;SALAMANCA;44210
2004-2005;CONEJO;SORIA;8261
2004-2005;CONEJO;ZAMORA;22000
2004-2005;LIEBRE;AVILA;4408
2004-2005;LIEBRE;LEON;13125
2004-2005;LIEBRE;SALAMANCA;27051
2004-2005;LIEBRE;SEGOVIA;3215
2004-2005;LIEBRE;VALLADOLID;14153
2004-2005;ZORRO;PALENCIA;2830
2004-2005;PERDIZ ROJA;AVILA;8395
2004-2005;PERDIZ ROJA;BURGOS;38642
2004-2005;PERDIZ ROJA;SEGOVIA;7149
2004-2005;PERDIZ ROJA;VALLADOLID;19377
2004-2005;PERDIZ ROJA;ZAMORA;9000
2004-2005;PALOMA ZURITA;SORIA;456
2004-2005;PALOMA ZURITA;ZAMORA;450
2004-2005;PALOMA BRAVIA;PALENCIA;14199
2004-2005;PALOMA BRAVIA;SORIA;2150
2004-2005;PALOMA BRAVIA;VALLADOLID;15062
2004-2005;PALOMA TORCAZ;AVILA;9652
2004-2005;PALOMA TORCAZ;SEGOVIA;6194
2004-2005;PALOMA TORCAZ;SORIA;7400
2004-2005;TÓRTOLA;AVILA;3249
2004-2005;TÓRTOLA;BURGOS;5569
2004-2005;TÓRTOLA;SALAMANCA;52347
2004-2005;CODORNIZ;AVILA;10146
2004-2005;CODORNIZ;BURGOS;247695
2004-2005;CODORNIZ;PALENCIA;151251
2004-2005;CODORNIZ;ZAMORA;7000
2004-2005;BECADA;BURGOS;10926
2004-2005;URRACAS. GRAJILLAS;AVILA;715
2004-2005;URRACAS. GRAJILLAS;PALENCIA;6025
2004-2005;URRACAS. GRAJILLAS;VALLADOLID;4528
2004-2005;OTRAS AVES ACUÁTICAS;BURGOS;651
2004-2005;OTRAS AVES ACUÁTICAS;SORIA;251
2004-2005;ZORZAL;AVILA;7694
2004-2005;ZORZAL;PALENCIA;1314
2004-2005;ZORZAL;SORIA;6258
2004-2005;ZORZAL;VALLADOLID;1494
2005-2006;JABALÍ;AVILA;1967
2005-2006;JABALÍ;SORIA;2837
2005-2006;LOBO;LEON;45
2005-2006;LOBO;SEGOVIA;0
2005-2006;LOBO;SORIA;1
2005-2006;CORZO;AVILA;31
2005-2006;CORZO;BURGOS;1394
2005-2006;CORZO;SEGOVIA;132
2005-2006;VENADO;AVILA;132
2005-2006;VENADO;LEON;204
2005-2006;VENADO;SEGOVIA;58
2005-2006;REBECO;VALLADOLID;0
2005-2006;CABRA MONTÉS;PALENCIA;0
2005-2006;CABRA MONTÉS;SALAMANCA;38
2005-2006;CABRA MONTÉS;SEGOVIA;0
2005-2006;MUFLÓN;AVILA;116
2005-2006;MUFLÓN;SORIA;0
2005-2006;GAMO;AVILA;144
2005-2006;GAMO;BURGOS;13
2005-2006;GAMO;SEGOVIA;16
2005-2006;GAMO;SORIA;0
2005-2006;GAMO;VALLADOLID;45
2005-2006;CONEJO;SALAMANCA;35430
2005-2006;CONEJO;VALLADOLID;54248
2005-2006;CONEJO;ZAMORA;20500
2005-2006;LIEBRE;AVILA;5701
2005-2006;LIEBRE;BURGOS;7355
2005-2006;LIEBRE;PALENCIA;6741
2005-2006;ZORRO;PALENCIA;2782
2005-2006;ZORRO;SALAMANCA;16395
2005-2006;ZORRO;SEGOVIA;2214
2005-2006;ZORRO;SORIA;2104
2005-2006;ZORRO;VALLADOLID;2846
2005-2006;PERDIZ ROJA;BURGOS;28380
2005-2006;PERDIZ ROJA;SORIA;11472
2005-2006;PERDIZ ROJA;VALLADOLID;13387
2005-2006;PALOMA ZURITA;BURGOS;1712
2005-2006;PALOMA ZURITA;PALENCIA;3602
2005-2006;PALOMA ZURITA;SALAMANCA;6543
2005-2006;PALOMA ZURITA;SEGOVIA;1392
2005-2006;PALOMA ZURITA;SORIA;1500
2005-2006;PALOMA BRAVIA;AVILA;4443
2005-2006;PALOMA BRAVIA;LEON;2300
2005-2006;PALOMA BRAVIA;SALAMANCA;1953
2005-2006;PALOMA BRAVIA;SORIA;2200
2005-2006;PALOMA BRAVIA;VALLADOLID;20532
2005-2006;PALOMA BRAVIA;ZAMORA;15000
2005-2006;PALOMA TORCAZ;AVILA;13469
2005-2006;PALOMA TORCAZ;LEON;6200
2005-2006;PALOMA TORCAZ;PALENCIA;7713
2005-2006;PALOMA TORCAZ;SALAMANCA;4590
2005-2006;PALOMA TORCAZ;SEGOVIA;5212
2005-2006;PALOMA TORCAZ;ZAMORA;7000
2005-2006;TÓRTOLA;SALAMANCA;4100
2005-2006;CODORNIZ;AVILA;7242
2005-2006;CODORNIZ;SEGOVIA;8227
2005-2006;CODORNIZ;SORIA;50297
2005-2006;BECADA;VALLADOLID;722
2005-2006;URRACAS. GRAJILLAS;AVILA;1765
2005-2006;URRACAS. GRAJILLAS;PALENCIA;18932
2005-2006;URRACAS. GRAJILLAS;SALAMANCA;1000
2005-2006;URRACAS. GRAJILLAS;SORIA;3300
2005-2006;PATO REAL O AZULÓN;BURGOS;1426
2005-2006;PATO REAL O AZULÓN;LEON;1200
2005-2006;PATO REAL O AZULÓN;PALENCIA;1412
2005-2006;PATO REAL O AZULÓN;SALAMANCA;1208
2005-2006;PATO REAL O AZULÓN;ZAMORA;450
2005-2006;OTRAS AVES ACUÁTICAS;AVILA;1000
2005-2006;OTRAS AVES ACUÁTICAS;BURGOS;560
2005-2006;ZORZAL;SORIA;6300
2005-2006;ZORZAL;VALLADOLID;1374
2005-2006;ZORZAL;ZAMORA;0
2005-2006;JABALÍ;LEON;1689
2005-2006;JABALÍ;SALAMANCA;3055
2005-2006;JABALÍ;SEGOVIA;1215
2005-2006;JABALÍ;VALLADOLID;398
2005-2006;LOBO;AVILA;0
2005-2006;LOBO;BURGOS;16
2005-2006;LOBO;PALENCIA;34
2005-2006;LOBO;VALLADOLID;0
2005-2006;CORZO;LEON;978
2005-2006;CORZO;SORIA;2332
2005-2006;VENADO;SORIA;4405
2005-2006;VENADO;VALLADOLID;229
2005-2006;VENADO;ZAMORA;156
2005-2006;REBECO;PALENCIA;12
2005-2006;REBECO;SEGOVIA;0
2005-2006;REBECO;SORIA;0
2005-2006;REBECO;ZAMORA;0
2005-2006;MUFLÓN;BURGOS;6
2005-2006;MUFLÓN;PALENCIA;0
2005-2006;MUFLÓN;SALAMANCA;67
2005-2006;GAMO;ZAMORA;0
2005-2006;CONEJO;AVILA;22222
2005-2006;CONEJO;BURGOS;12097
2005-2006;CONEJO;LEON;10500
2005-2006;CONEJO;SEGOVIA;9216
2005-2006;LIEBRE;LEON;13000
2005-2006;LIEBRE;SALAMANCA;31049
2005-2006;LIEBRE;SEGOVIA;4701
2005-2006;LIEBRE;SORIA;9657
2005-2006;LIEBRE;VALLADOLID;13322
2005-2006;ZORRO;AVILA;2821
2005-2006;ZORRO;LEON;4200
2005-2006;ZORRO;ZAMORA;800
2005-2006;PERDIZ ROJA;AVILA;8856
2005-2006;PERDIZ ROJA;LEON;18700
2005-2006;PERDIZ ROJA;SEGOVIA;4627
2005-2006;PALOMA ZURITA;AVILA;5000
2005-2006;PALOMA ZURITA;LEON;1150
2005-2006;PALOMA BRAVIA;PALENCIA;10087
2005-2006;PALOMA BRAVIA;SEGOVIA;2213
2005-2006;PALOMA TORCAZ;BURGOS;17986
2005-2006;PALOMA TORCAZ;SORIA;7800
2005-2006;TÓRTOLA;PALENCIA;3237
2005-2006;TÓRTOLA;SEGOVIA;1705
2005-2006;TÓRTOLA;SORIA;4100
2005-2006;TÓRTOLA;ZAMORA;800
2005-2006;CODORNIZ;BURGOS;166802
2005-2006;CODORNIZ;PALENCIA;119553
2005-2006;CODORNIZ;SALAMANCA;3080
2005-2006;CODORNIZ;ZAMORA;8500
2005-2006;BECADA;AVILA;851
2005-2006;BECADA;BURGOS;8473
2005-2006;BECADA;PALENCIA;3280
2005-2006;BECADA;SEGOVIA;474
2005-2006;BECADA;ZAMORA;200
2005-2006;URRACAS. GRAJILLAS;BURGOS;6928
2005-2006;URRACAS. GRAJILLAS;LEON;4400
2005-2006;URRACAS. GRAJILLAS;SEGOVIA;12926
2005-2006;URRACAS. GRAJILLAS;ZAMORA;9000
2005-2006;PATO REAL O AZULÓN;SEGOVIA;10666
2005-2006;PATO REAL O AZULÓN;VALLADOLID;1117
2005-2006;OTRAS AVES ACUÁTICAS;PALENCIA;8
2005-2006;OTRAS AVES ACUÁTICAS;SORIA;300
2005-2006;ZORZAL;AVILA;12933
2005-2006;ZORZAL;BURGOS;10324
2005-2006;JABALÍ;BURGOS;3781
2005-2006;JABALÍ;PALENCIA;1323
2005-2006;JABALÍ;ZAMORA;1690
2005-2006;LOBO;SALAMANCA;0
2005-2006;LOBO;ZAMORA;26
2005-2006;CORZO;PALENCIA;260
2005-2006;CORZO;SALAMANCA;60
2005-2006;CORZO;VALLADOLID;2
2005-2006;CORZO;ZAMORA;216
2005-2006;VENADO;BURGOS;684
2005-2006;VENADO;PALENCIA;226
2005-2006;VENADO;SALAMANCA;213
2005-2006;REBECO;AVILA;0
2005-2006;REBECO;BURGOS;0
2005-2006;REBECO;LEON;190
2005-2006;REBECO;SALAMANCA;0
2005-2006;CABRA MONTÉS;AVILA;121
2005-2006;CABRA MONTÉS;BURGOS;41
2005-2006;CABRA MONTÉS;LEON;14
2005-2006;CABRA MONTÉS;SORIA;0
2005-2006;CABRA MONTÉS;VALLADOLID;0
2005-2006;CABRA MONTÉS;ZAMORA;0
2005-2006;MUFLÓN;LEON;1
2005-2006;MUFLÓN;SEGOVIA;10
2005-2006;MUFLÓN;VALLADOLID;1
2005-2006;MUFLÓN;ZAMORA;0
2005-2006;GAMO;LEON;0
2005-2006;GAMO;PALENCIA;0
2005-2006;GAMO;SALAMANCA;121
2005-2006;CONEJO;PALENCIA;25471
2005-2006;CONEJO;SORIA;6759
2005-2006;LIEBRE;ZAMORA;10000
2005-2006;ZORRO;BURGOS;33686
2005-2006;PERDIZ ROJA;PALENCIA;12616
2005-2006;PERDIZ ROJA;SALAMANCA;12928
2005-2006;PERDIZ ROJA;ZAMORA;7500
2005-2006;PALOMA ZURITA;VALLADOLID;7413
2005-2006;PALOMA ZURITA;ZAMORA;500
2005-2006;PALOMA BRAVIA;BURGOS;2659
2005-2006;PALOMA TORCAZ;VALLADOLID;13606
2005-2006;TÓRTOLA;AVILA;4465
2005-2006;TÓRTOLA;BURGOS;5218
2005-2006;TÓRTOLA;LEON;4500
2005-2006;TÓRTOLA;VALLADOLID;7288
2005-2006;CODORNIZ;LEON;44000
2005-2006;CODORNIZ;VALLADOLID;33011
2005-2006;BECADA;LEON;1700
2005-2006;BECADA;SALAMANCA;1265
2005-2006;BECADA;SORIA;6300
2005-2006;URRACAS. GRAJILLAS;VALLADOLID;5764
2005-2006;PATO REAL O AZULÓN;AVILA;1890
2005-2006;PATO REAL O AZULÓN;SORIA;1200
2005-2006;OTRAS AVES ACUÁTICAS;LEON;170
2005-2006;OTRAS AVES ACUÁTICAS;SALAMANCA;612
2005-2006;OTRAS AVES ACUÁTICAS;SEGOVIA;6048
2005-2006;OTRAS AVES ACUÁTICAS;VALLADOLID;350
2005-2006;OTRAS AVES ACUÁTICAS;ZAMORA;700
2005-2006;ZORZAL;LEON;400
2005-2006;ZORZAL;PALENCIA;1246
2005-2006;ZORZAL;SALAMANCA;14979
2005-2006;ZORZAL;SEGOVIA;2352
2006-2007;JABALÍ;AVILA;1628
2006-2007;JABALÍ;BURGOS;4520
2006-2007;JABALÍ;SEGOVIA;972
2006-2007;JABALÍ;VALLADOLID;398
2006-2007;LOBO;SORIA;3
2006-2007;CORZO;LEON;632
2006-2007;CORZO;SALAMANCA;92
2006-2007;VENADO;SEGOVIA;55
2006-2007;VENADO;SORIA;4241
2006-2007;VENADO;VALLADOLID;95
2006-2007;CABRA MONTÉS;VALLADOLID;4
2006-2007;MUFLÓN;SALAMANCA;55
2006-2007;GAMO;AVILA;157
2006-2007;GAMO;BURGOS;27
2006-2007;GAMO;VALLADOLID;12
2006-2007;CONEJO;BURGOS;16633
2006-2007;CONEJO;PALENCIA;25466
2006-2007;CONEJO;SEGOVIA;6421
2006-2007;CONEJO;SORIA;6603
2006-2007;LIEBRE;SEGOVIA;1880
2006-2007;LIEBRE;SORIA;11231
2006-2007;LIEBRE;VALLADOLID;12509
2006-2007;ZORRO;SALAMANCA;8868
2006-2007;ZORRO;SORIA;2187
2006-2007;PERDIZ ROJA;AVILA;9716
2006-2007;PERDIZ ROJA;BURGOS;35233
2006-2007;PERDIZ ROJA;SORIA;17301
2006-2007;PALOMA ZURITA;AVILA;10155
2006-2007;PALOMA ZURITA;SALAMANCA;3998
2006-2007;PALOMA ZURITA;VALLADOLID;6999
2006-2007;PALOMA ZURITA;ZAMORA;4022
2006-2007;PALOMA BRAVIA;BURGOS;2443
2006-2007;PALOMA BRAVIA;SORIA;649
2006-2007;PALOMA BRAVIA;ZAMORA;13358
2006-2007;PALOMA TORCAZ;PALENCIA;7651
2006-2007;PALOMA TORCAZ;VALLADOLID;11516
2006-2007;TÓRTOLA;SORIA;6203
2006-2007;TÓRTOLA;ZAMORA;1788
2006-2007;CODORNIZ;SEGOVIA;4112
2006-2007;CODORNIZ;SORIA;88632
2006-2007;CODORNIZ;ZAMORA;41047
2006-2007;BECADA;PALENCIA;2479
2006-2007;BECADA;SORIA;3056
2006-2007;BECADA;VALLADOLID;444
2006-2007;URRACAS. GRAJILLAS;SALAMANCA;872
2006-2007;PATO REAL O AZULÓN;SALAMANCA;1719
2006-2007;PATO REAL O AZULÓN;ZAMORA;2456
2006-2007;OTRAS AVES ACUÁTICAS;AVILA;1155
2006-2007;OTRAS AVES ACUÁTICAS;BURGOS;381
2006-2007;OTRAS AVES ACUÁTICAS;PALENCIA;483
2006-2007;OTRAS AVES ACUÁTICAS;SALAMANCA;614
2006-2007;OTRAS AVES ACUÁTICAS;SORIA;503
2006-2007;OTRAS AVES ACUÁTICAS;VALLADOLID;276
2006-2007;OTRAS AVES ACUÁTICAS;ZAMORA;409
2006-2007;ZORZAL;SALAMANCA;1828
2006-2007;ZORZAL;VALLADOLID;1134
2006-2007;FAISÁN;BURGOS;848
2006-2007;JABALÍ;SALAMANCA;3542
2006-2007;JABALÍ;ZAMORA;2192
2006-2007;LOBO;BURGOS;15
2006-2007;LOBO;LEON;14
2006-2007;LOBO;ZAMORA;28
2006-2007;CORZO;BURGOS;1853
2006-2007;CORZO;SEGOVIA;113
2006-2007;CORZO;SORIA;2728
2006-2007;VENADO;LEON;52
2006-2007;VENADO;PALENCIA;249
2006-2007;VENADO;SALAMANCA;193
2006-2007;VENADO;ZAMORA;253
2006-2007;REBECO;PALENCIA;4
2006-2007;CABRA MONTÉS;AVILA;39
2006-2007;CABRA MONTÉS;BURGOS;1
2006-2007;MUFLÓN;LEON;1
2006-2007;CONEJO;AVILA;19076
2006-2007;CONEJO;VALLADOLID;41849
2006-2007;LIEBRE;BURGOS;9605
2006-2007;ZORRO;AVILA;3293
2006-2007;ZORRO;PALENCIA;2578
2006-2007;PERDIZ ROJA;PALENCIA;20709
2006-2007;PERDIZ ROJA;SEGOVIA;3702
2006-2007;PERDIZ ROJA;VALLADOLID;15604
2006-2007;PERDIZ ROJA;ZAMORA;22372
2006-2007;PALOMA ZURITA;BURGOS;1285
2006-2007;PALOMA ZURITA;PALENCIA;2371
2006-2007;PALOMA ZURITA;SORIA;624
2006-2007;PALOMA BRAVIA;PALENCIA;11875
2006-2007;PALOMA BRAVIA;SALAMANCA;6266
2006-2007;PALOMA BRAVIA;SEGOVIA;2046
2006-2007;PALOMA BRAVIA;VALLADOLID;18179
2006-2007;PALOMA TORCAZ;BURGOS;15947
2006-2007;PALOMA TORCAZ;SALAMANCA;9729
2006-2007;PALOMA TORCAZ;SORIA;8562
2006-2007;PALOMA TORCAZ;ZAMORA;14674
2006-2007;TÓRTOLA;SALAMANCA;5611
2006-2007;CODORNIZ;AVILA;8496
2006-2007;CODORNIZ;BURGOS;184522
2006-2007;CODORNIZ;SALAMANCA;7799
2006-2007;BECADA;BURGOS;6401
2006-2007;URRACAS. GRAJILLAS;AVILA;1644
2006-2007;URRACAS. GRAJILLAS;SEGOVIA;11271
2006-2007;PATO REAL O AZULÓN;SEGOVIA;9638
2006-2007;PATO REAL O AZULÓN;VALLADOLID;1332
2006-2007;ZORZAL;AVILA;9345
2006-2007;ZORZAL;PALENCIA;1609
2006-2007;ZORZAL;SEGOVIA;3327
2006-2007;JABALÍ;PALENCIA;1074
2006-2007;JABALÍ;SORIA;2470
2006-2007;LOBO;PALENCIA;17
2006-2007;CORZO;AVILA;19
2006-2007;CORZO;PALENCIA;272
2006-2007;CORZO;ZAMORA;238
2006-2007;VENADO;BURGOS;503
2006-2007;REBECO;LEON;82
2006-2007;MUFLÓN;AVILA;139
2006-2007;MUFLÓN;SEGOVIA;2
2006-2007;MUFLÓN;VALLADOLID;6
2006-2007;GAMO;SALAMANCA;116
2006-2007;GAMO;SEGOVIA;4
2006-2007;CONEJO;SALAMANCA;41737
2006-2007;CONEJO;ZAMORA;44946
2006-2007;LIEBRE;AVILA;6104
2006-2007;LIEBRE;PALENCIA;7851
2006-2007;LIEBRE;SALAMANCA;13767
2006-2007;LIEBRE;ZAMORA;17602
2006-2007;ZORRO;BURGOS;3846
2006-2007;ZORRO;SEGOVIA;2610
2006-2007;ZORRO;VALLADOLID;2589
2006-2007;ZORRO;ZAMORA;4261
2006-2007;PERDIZ ROJA;SALAMANCA;11484
2006-2007;PALOMA ZURITA;SEGOVIA;1707
2006-2007;PALOMA TORCAZ;AVILA;12386
2006-2007;PALOMA TORCAZ;SEGOVIA;3710
2006-2007;TÓRTOLA;AVILA;4540
2006-2007;TÓRTOLA;BURGOS;5387
2006-2007;TÓRTOLA;PALENCIA;3356
2006-2007;TÓRTOLA;SEGOVIA;1623
2006-2007;TÓRTOLA;VALLADOLID;5960
2006-2007;CODORNIZ;PALENCIA;114541
2006-2007;CODORNIZ;VALLADOLID;33483
2006-2007;BECADA;AVILA;624
2006-2007;BECADA;SALAMANCA;432
2006-2007;BECADA;SEGOVIA;492
2006-2007;BECADA;ZAMORA;1969
2006-2007;URRACAS. GRAJILLAS;BURGOS;6926
2006-2007;URRACAS. GRAJILLAS;PALENCIA;8452
2006-2007;URRACAS. GRAJILLAS;SORIA;1922
2006-2007;URRACAS. GRAJILLAS;VALLADOLID;4883
2006-2007;URRACAS. GRAJILLAS;ZAMORA;5446
2006-2007;PATO REAL O AZULÓN;BURGOS;1508
2006-2007;PATO REAL O AZULÓN;PALENCIA;1654
2006-2007;PATO REAL O AZULÓN;SORIA;143
2006-2007;OTRAS AVES ACUÁTICAS;SEGOVIA;5914
2006-2007;ZORZAL;BURGOS;7249
2006-2007;ZORZAL;SORIA;14267
2006-2007;ZORZAL;ZAMORA;1870
2006-2007;FAISÁN;PALENCIA;3037
2007-2008;JABALÍ;BURGOS;3669
2007-2008;JABALÍ;SORIA;2120
2007-2008;JABALÍ;VALLADOLID;239
2007-2008;JABALÍ;ZAMORA;2544
2007-2008;LOBO;AVILA;
2007-2008;LOBO;SALAMANCA;
2007-2008;LOBO;VALLADOLID;1
2007-2008;CORZO;ZAMORA;340
2007-2008;VENADO;LEON;52
2007-2008;VENADO;SORIA;5132
2007-2008;VENADO;VALLADOLID;47
2007-2008;REBECO;BURGOS;
2007-2008;REBECO;PALENCIA;6
2007-2008;REBECO;VALLADOLID;
2007-2008;CABRA MONTES;PALENCIA;
2007-2008;CABRA MONTES;SALAMANCA;
2007-2008;CABRA MONTES;VALLADOLID;
2007-2008;CABRA MONTES;ZAMORA;
2007-2008;MUFLÓN;AVILA;139
2007-2008;GAMO;BURGOS;43
2007-2008;GAMO;SORIA;
2007-2008;GAMO;ZAMORA;
2007-2008;CONEJO;PALENCIA;52497
2007-2008;CONEJO;SALAMANCA;39094
2007-2008;CONEJO;SORIA;8208
2007-2008;LIEBRE;BURGOS;10162
2007-2008;LIEBRE;SORIA;15295
2007-2008;LIEBRE;VALLADOLID;13265
2007-2008;ZORRO;SALAMANCA;13350
2007-2008;ZORRO;VALLADOLID;2097
2007-2008;ZORRO;ZAMORA;3750
2007-2008;PERDIR ROJA;BURGOS;33361
2007-2008;PERDIR ROJA;PALENCIA;19173
2007-2008;PERDIR ROJA;VALLADOLID;46223
2007-2008;PALOMA ZURITA;AVILA;
2007-2008;PALOMA ZURITA;SEGOVIA;
